,filename,emotion,gender,age
559,face0560.jpg,fear,Man,31
560,face0561.jpg,fear,Man,26
561,face0562.jpg,neutral,Man,30
562,face0563.jpg,fear,Man,32
563,face0564.jpg,neutral,Man,30
564,face0565.jpg,sad,Man,27
565,face0566.jpg,fear,Man,29
566,face0567.jpg,sad,Man,28
567,face0568.jpg,neutral,Man,29
568,face0569.jpg,sad,Man,27
569,face0570.jpg,sad,Man,33
570,face0571.jpg,neutral,Woman,28
571,face0572.jpg,fear,Man,27
572,face0573.jpg,fear,Man,31
573,face0574.jpg,sad,Man,30
574,face0575.jpg,fear,Man,27
575,face0576.jpg,fear,Man,27
576,face0577.jpg,sad,Man,27
577,face0578.jpg,sad,Woman,26
578,face0579.jpg,sad,Man,28
579,face0580.jpg,neutral,Man,25
580,face0581.jpg,neutral,Man,29
581,face0582.jpg,fear,Man,25
582,face0583.jpg,fear,Man,27
583,face0584.jpg,fear,Man,29
584,face0585.jpg,sad,Man,27
585,face0586.jpg,fear,Man,28
586,face0587.jpg,surprise,Man,25
587,face0588.jpg,fear,Man,25
588,face0589.jpg,fear,Man,29
589,face0590.jpg,fear,Man,29
590,face0591.jpg,sad,Man,27
591,face0592.jpg,neutral,Man,29
592,face0593.jpg,happy,Man,27
593,face0594.jpg,neutral,Man,28
594,face0595.jpg,neutral,Man,31
595,face0596.jpg,fear,Man,30
596,face0597.jpg,sad,Man,29
597,face0598.jpg,sad,Man,30
598,face0599.jpg,happy,Man,27
599,face0600.jpg,happy,Man,29
600,face0601.jpg,fear,Man,27
601,face0602.jpg,happy,Man,28
602,face0603.jpg,happy,Man,26
603,face0604.jpg,angry,Man,30
604,face0605.jpg,neutral,Man,26
